SeriesCode,GeoAreaName,TimePeriod,values
Poverty,Angola,2000,0.37558139534883717
Poverty,Argentina,2000,0.06627906976744186
Poverty,Bangladesh,2000,0.4046511627906976
Poverty,Belarus,2000,0.08255813953488372
Poverty,Bolivia,2000,0.3325581395348837
Poverty,Canada,2000,0.002325581395348837
Poverty,Chile,2000,0.051162790697674425
Poverty,Colombia,2000,0.19069767441860463
Poverty,Costa Rica,2000,0.0755813953488372
Poverty,Dominican Republic,2000,0.06395348837209303
Poverty,Ecuador,2000,0.32790697674418606
Poverty,El Salvador,2000,0.14186046511627906
Poverty,Georgia,2000,0.2255813953488372
Poverty,Germany,2000,0.0
Poverty,Guatemala,2000,0.10697674418604651
Poverty,Indonesia,2000,0.4569767441860465
Poverty,Kyrgyzstan,2000,0.48953488372093024
Poverty,Mauritania,2000,0.22790697674418606
Poverty,Mexico,2000,0.10348837209302326
Poverty,Moldova,2000,0.4151162790697675
Poverty,Morocco,2000,0.07325581395348837
Poverty,Panama,2000,0.14418604651162792
Poverty,Peru,2000,0.18953488372093025
Poverty,Philippines,2000,0.1686046511627907
Poverty,Poland,2000,0.0011627906976744186
Poverty,Russia,2000,0.025581395348837212
Poverty,Rwanda,2000,0.8976744186046512
Poverty,South Africa,2000,0.4069767441860465
Poverty,Tanzania,2000,1.0
Poverty,Thailand,2000,0.029069767441860465
Poverty,Tunisia,2000,0.0686046511627907
Poverty,United States,2000,0.00813953488372093
Poverty,Uzbekistan,2000,0.7209302325581395
Poverty,Argentina,2001,0.13682678311499272
Poverty,Armenia,2001,0.28093158660844253
Poverty,Australia,2001,0.010189228529839882
Poverty,Azerbaijan,2001,0.039301310043668124
Poverty,Belarus,2001,0.046579330422125184
Poverty,Bolivia,2001,0.3318777292576419
Poverty,Bosnia and Herzegovina,2001,0.004366812227074236
Poverty,Brazil,2001,0.16885007278020378
Poverty,Cameroon,2001,0.33624454148471616
Poverty,Cape Verde,2001,0.2358078602620087
Poverty,Colombia,2001,0.2867540029112081
Poverty,Costa Rica,2001,0.06841339155749636
Poverty,Dominican Republic,2001,0.05676855895196506
Poverty,El Salvador,2001,0.1965065502183406
Poverty,Georgia,2001,0.28238719068413387
Poverty,Germany,2001,0.0
Poverty,Honduras,2001,0.31004366812227074
Poverty,Indonesia,2001,0.5167394468704513
Poverty,Israel,2001,0.002911208151382824
Poverty,Kazakhstan,2001,0.14992721979621543
Poverty,Kyrgyzstan,2001,0.5298398835516739
Poverty,Madagascar,2001,1.0
Poverty,Mali,2001,0.851528384279476
Poverty,Moldova,2001,0.39592430858806404
Poverty,Nicaragua,2001,0.24017467248908295
Poverty,Pakistan,2001,0.4163027656477438
Poverty,Panama,2001,0.22561863173216884
Poverty,Paraguay,2001,0.12954876273653565
Poverty,Peru,2001,0.2503639010189228
Poverty,Poland,2001,0.001455604075691412
Poverty,Russia,2001,0.018922852983988356
Poverty,Senegal,2001,0.7030567685589519
Poverty,Timor-Leste,2001,0.6695778748180494
Poverty,Tonga,2001,0.04075691411935953
Poverty,Venezuela,2001,0.16011644832605532
Poverty,Albania,2002,0.024691358024691357
Poverty,Argentina,2002,0.1728395061728395
Poverty,Armenia,2002,0.18641975308641975
Poverty,Azerbaijan,2002,0.0
Poverty,Belarus,2002,0.02592592592592593
Poverty,Bolivia,2002,0.30493827160493825
Poverty,Botswana,2002,0.36790123456790125
Poverty,Brazil,2002,0.1271604938271605
Poverty,China,2002,0.391358024691358
Poverty,Colombia,2002,0.1765432098765432
Poverty,Costa Rica,2002,0.05555555555555555
Poverty,Djibouti,2002,0.254320987654321
Poverty,Dominican Republic,2002,0.0691358024691358
Poverty,El Salvador,2002,0.1728395061728395
Poverty,Fiji,2002,0.060493827160493834
Poverty,French Polynesia,2002,0.02592592592592593
Poverty,Georgia,2002,0.12962962962962962
Poverty,Germany,2002,0.0024691358024691358
Poverty,Guinea,2002,0.7679012345679013
Poverty,Guinea-Bissau,2002,0.6654320987654321
Poverty,Honduras,2002,0.28888888888888886
Poverty,Indonesia,2002,0.2814814814814815
Poverty,Jamaica,2002,0.0345679012345679
Poverty,Jordan,2002,0.013580246913580249
Poverty,Kazakhstan,2002,0.08395061728395062
Poverty,Kyrgyzstan,2002,0.42098765432098767
Poverty,Laos,2002,0.4172839506172839
Poverty,Lesotho,2002,0.7567901234567901
Poverty,Maldives,2002,0.12345679012345678
Poverty,Mexico,2002,0.08148148148148147
Poverty,Moldova,2002,0.2012345679012346
Poverty,Mongolia,2002,0.11975308641975307
Poverty,Mozambique,2002,1.0
Poverty,Panama,2002,0.1382716049382716
Poverty,Paraguay,2002,0.16296296296296295
Poverty,Peru,2002,0.18518518518518517
Poverty,Poland,2002,0.0012345679012345679
Poverty,Russia,2002,0.008641975308641974
Poverty,Samoa,2002,0.024691358024691357
Poverty,Serbia,2002,0.0024691358024691358
Poverty,Sri Lanka,2002,0.10246913580246915
Poverty,Thailand,2002,0.013580246913580249
Poverty,Turkey,2002,0.030864197530864196
Poverty,Uganda,2002,0.8037037037037036
Poverty,Ukraine,2002,0.020987654320987655
Poverty,Uzbekistan,2002,0.7185185185185186
Poverty,Venezuela,2002,0.22469135802469134
Poverty,Vietnam,2002,0.4691358024691358
Poverty,Zambia,2002,0.6098765432098765
Poverty,Argentina,2003,0.1080246913580247
Poverty,Armenia,2003,0.17592592592592593
Poverty,Australia,2003,0.0154320987654321
Poverty,Austria,2003,0.00308641975308642
Poverty,Azerbaijan,2003,0.0
Poverty,Belarus,2003,0.021604938271604937
Poverty,Belgium,2003,0.00308641975308642
Poverty,Benin,2003,0.7530864197530864
Poverty,Bhutan,2003,0.271604938271605
Poverty,Brazil,2003,0.1712962962962963
Poverty,Burkina Faso,2003,0.8842592592592593
